program,0_-2_0_-1_0,0_-2_-1_-1_0,0_-2_-1_0_-1,1_-3_-1_0_-1,0_-3_-1_0_-1,0_-3_-2_0_-1,1_-3_-1_0_0,0_-2_-1_-1_-1,1_-4_-1_0_-1,1_-2_-1_-1_0,1_-2_-1_-1_-1,1_-3_-2_0_-1,2_-3_-1_0_-1,1_-3_-1_1_-1,0_-2_0_0_0,0_-3_-1_0_0,1_-3_-1_-1_0,1_-4_-2_0_-1,2_-3_-2_0_-1,0_-3_-1_1_-1,2_-3_-1_-1_-1,1_-1_-1_-1_-1,1_-3_-1_-1_-1,0_-3_-1_-1_0,0_-4_-1_0_-1,2_-3_-1_0_0,-1_-2_-1_0_-1,0_-4_-1_1_-1,1_-2_0_-1_0,0_-3_-1_-1_-1,2_-4_-1_0_-1,1_-3_0_-1_0,-1_-3_0_0_-1,0_-3_0_0_0,1_-4_0_0_0,0_-3_0_-1_0,1_-4_-1_0_0,2_-4_-1_0_0,1_-4_-1_1_-1,2_-4_0_0_0,0_-3_0_0_-1,0_-4_0_0_-1,0_-4_0_0_0,1_-5_-1_0_-1,1_-5_-1_1_-1,-1_-3_0_0_0,1_-4_0_-1_0,1_-4_-1_-1_-1,1_-3_0_-1_-1,1_-4_-1_-1_0,1_-5_-1_-1_0,2_-5_-1_0_-1,2_-5_-1_0_0,0_-4_-1_-1_-1,0_-4_0_-1_0,0_-5_0_0_0,0_-3_1_-1_0,-1_-3_0_-1_0,-1_-4_0_0_0,0_-4_0_1_-1,0_-5_0_1_-1,0_-5_-1_1_-1,0_-5_-1_0_-1,1_-4_0_0_-1,1_-5_0_0_0,0_-3_0_-1_-1,1_-5_-1_0_0,-1_-3_1_0_0,0_-4_1_-1_0,1_-4_0_-1_-1,1_-6_-1_0_-1,-1_-4_0_-1_0,0_-5_0_0_-1,0_-4_1_0_0,0_-3_1_0_0,0_-6_-1_1_-1,1_-5_0_-1_0,2_-5_-1_1_-1,2_-6_0_0_0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_42/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,51.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,57.0,65.0,4.0,7.0,8.0,7.0,0.0,2.0,0.0,6.0,3.0,0.0,4.0,12.0,0.0,1.0,1.0,51.0,102.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_284/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,36.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,28.0,31.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,25.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_467/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,9.0,1.0,3.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_226/gp-fit-ARD.stan,5.0,1.0,0.0,20.0,12.0,0.0,5.0,0.0,19.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,6.0,1.0,3.0,0.0,3.0,24.0,80.0,0.0,0.0,116.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,9.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_72/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,18.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,22.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,84.0,0.0,0.0,118.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,14.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_199/gp-fit-ARD.stan,5.0,1.0,0.0,21.0,12.0,0.0,7.0,0.0,22.0,3.0,9.0,0.0,9.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,7.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,11.0,25.0,0.0,5.0,1.0,5.0,0.0,3.0,26.0,83.0,0.0,0.0,122.0,6.0,0.0,0.0,0.0,106.0,135.0,4.0,9.0,10.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,19.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_471/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,2.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,11.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_217/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,18.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,2.0,6.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,10.0,9.0,19.0,0.0,10.0,1.0,3.0,0.0,3.0,22.0,84.0,0.0,0.0,117.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,8.0,7.0,0.0,2.0,0.0,5.0,2.0,0.0,4.0,11.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_486/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_514/gp-fit-ARD.stan,5.0,1.0,0.0,20.0,12.0,0.0,5.0,0.0,19.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,5.0,1.0,4.0,0.0,3.0,24.0,79.0,0.0,0.0,115.0,4.0,0.0,0.0,0.0,106.0,135.0,4.0,9.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,13.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_396/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,23.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,10.0,22.0,1.0,8.0,1.0,4.0,0.0,3.0,23.0,83.0,0.0,0.0,118.0,5.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,17.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_223/gp-fit-ARD.stan,6.0,1.0,0.0,14.0,10.0,0.0,6.0,0.0,19.0,1.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,20.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,83.0,0.0,0.0,118.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,9.0,7.0,0.0,3.0,0.0,6.0,3.0,0.0,4.0,14.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_265/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,11.0,0.0,5.0,0.0,18.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,2.0,5.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,10.0,9.0,18.0,0.0,9.0,1.0,2.0,0.0,3.0,22.0,81.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,5.0,0.0,2.0,0.0,6.0,2.0,0.0,3.0,11.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_53/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,21.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,1.0,9.0,1.0,2.0,0.0,3.0,23.0,82.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_205/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,51.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,57.0,65.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,51.0,102.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_244/gp-fit-ARD.stan,5.0,1.0,0.0,20.0,12.0,0.0,5.0,0.0,19.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,6.0,1.0,3.0,0.0,3.0,24.0,107.0,0.0,0.0,116.0,3.0,0.0,0.0,0.0,106.0,108.0,4.0,9.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_44/gp-fit-ARD.stan,5.0,1.0,0.0,20.0,12.0,0.0,5.0,0.0,19.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,6.0,1.0,3.0,0.0,3.0,24.0,21.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,5.0,1.0,4.0,9.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_545/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,22.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,8.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,12.0,24.0,0.0,9.0,1.0,6.0,0.0,3.0,22.0,86.0,0.0,0.0,122.0,7.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,10.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,20.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_428/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,4.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,4.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,13.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_46/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_5/gp-fit-ARD.stan,5.0,1.0,0.0,13.0,11.0,0.0,5.0,0.0,15.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,14.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,23.0,82.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,6.0,7.0,5.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_98/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,7.0,1.0,2.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,107.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_533/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,11.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,3.0,1.0,1.0,0.0,14.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,5.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_271/gp-fit-ARD.stan,6.0,1.0,0.0,19.0,10.0,0.0,5.0,0.0,18.0,1.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,17.0,0.0,6.0,1.0,3.0,0.0,3.0,25.0,79.0,0.0,0.0,116.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,3.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_167/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,4.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,4.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,13.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_292/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,24.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,6.0,8.0,4.0,7.0,8.0,7.0,0.0,2.0,0.0,6.0,3.0,0.0,4.0,12.0,0.0,1.0,1.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_527/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,2.0,5.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,10.0,9.0,18.0,0.0,9.0,1.0,2.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,5.0,2.0,0.0,4.0,9.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_228/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,19.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,7.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,21.0,0.0,10.0,1.0,4.0,0.0,3.0,22.0,86.0,0.0,0.0,119.0,4.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,9.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,15.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_556/gp-fit-ARD.stan,5.0,1.0,0.0,19.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,6.0,1.0,3.0,0.0,3.0,25.0,49.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,49.0,70.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,50.0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_500/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,18.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,10.0,21.0,0.0,6.0,1.0,3.0,0.0,3.0,22.0,81.0,0.0,0.0,116.0,3.0,0.0,1.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,13.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_363/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,5.0,0.0,17.0,3.0,9.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,19.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,82.0,0.0,0.0,115.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,7.0,7.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_409/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,19.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,10.0,22.0,0.0,7.0,1.0,3.0,0.0,3.0,22.0,83.0,0.0,0.0,118.0,4.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,15.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_115/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,18.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,9.0,22.0,0.0,8.0,1.0,3.0,0.0,3.0,22.0,84.0,0.0,0.0,118.0,3.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,14.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
programs/timeseries_mutants_7/progs20190621-221715659786/progs20190621-221715659786_prob_rand_370/gp-fit-ARD.stan,5.0,1.0,0.0,14.0,12.0,0.0,6.0,0.0,23.0,3.0,9.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,3.0,6.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,10.0,10.0,22.0,1.0,8.0,1.0,4.0,0.0,3.0,23.0,83.0,0.0,0.0,118.0,5.0,0.0,0.0,0.0,106.0,135.0,4.0,8.0,8.0,7.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,17.0,0.0,1.0,1.0,101.0,202.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
